target,text,reason,lang_is_en
4,@die_lavish FROM HERE.. TWITTER.. ,non_english; ,False
4,"@readysetgomusik Hahaha, nah I'm going to buy 5  &lt;3",non_english; ,False
4,NIGHTY NIGHT YALL....MWAH MWAH MWAH! ,non_english; ,False
4,@dougiemcfly No you're not ,non_english; ,False
4,@julianzito sharing is caring ,non_english; ,False
0,@djtgif blame irt all on @MrBoutique he did it ,non_english; ,False
0,Rainy day ,non_english; ,False
4,Mr. PIV @jakepiv....WELCOME ,non_english; ,False
0,i wanna go ATL tonight ,non_english; ,False
4,"Open house between 2-4 at: 7540 Gilles-Bolvin, RDP.  3 bed. Semi-det. CT. Big lot. Near services.$263,900.  http://www.orfeo.ca",non_english; ,False
0,"@qaern bukan dr babi yg bahaya, tp manusia.. Skrg hindarin tempat2 rame en sumpek.. ",non_english; ,False
0,MSN keeps on crashingggggggg ,non_english; ,False
4,I LOVE ALISHIAAAAAA WEIKLE &lt;3 &lt;3  ,non_english; ,False
0,R.I.P ATL  we miss ya already babyboy!!,non_english; ,False
0,boredddddddddddd.  i need money for beer. ,non_english; ,False
0,Crystal doesn't feel good today. ,non_english; ,False
0,Court... ,non_english; ,False
4,Photo: my birthday meaaal  http://tumblr.com/xsz21uo3r,non_english; ,False
4,@shaneheadboy ,non_english; ,False
4,@avenuepink Thanks For Having Me!!!!! ,non_english; ,False
4,@ettelinah@markdan_03 tra let's 'conceptualize' again ,non_english; ,False
0,@derouiche don't you still love me ,non_english; ,False
4,the weekend was soo awesome.... ,non_english; ,False
4,Enjoying summer ,non_english; ,False
4,i want chips ,non_english; ,False
0,"#Wiebe 989,400 points - he didn't make it ",non_english; ,False
4,@janine_j9 haha. same.  &amp; myspace &amp; youtube.,non_english; ,False
4,You say I'm lazy ... I say I'm happy ... ,non_english; ,False
0,@MideVodka  Hang in there buddie! dont let'em get thee,non_english; ,False
4,@ryesilverman Under a rock? ,non_english; ,False
0,@QuiMo it does seem like Block party is done... ,non_english; ,False
0,im wantin 2 go bk 2 nYc ...... ,non_english; ,False
4,its confirm.. ah1n1 nandito malapit sa amin. hahaha basta maghugas ng kamay using safeguard!  http://plurk.com/p/y5cr5,non_english; ,False
4,is @cantersdeli  http://twitpic.com/6qg8u,non_english; ,False
4,@gawd0r LOL !  what do you use?,non_english; ,False
4,@airarowena wow . FAVORiTE GiRL ! haha . thanks .  misss uu . &lt;3uu . x| .,non_english; ,False
4,@rsiu0104 How did it go? Any freebie? ,non_english; ,False
4,yeah..!!! weekend ,non_english; ,False
4,@lindasmith247 Will take a look ,non_english; ,False
0,still working ,non_english; ,False
0,I miss UVgay ,non_english; ,False
4,Good morning ,duplicate_text; ,True
4,"again, again www.lisball.blogg.no ",non_english; ,False
4,@starlingpoet #recomendo tb ,non_english; ,False
0,"Tut tut, it looks like rain ",non_english; ,False
0," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu",duplicate_text; ,True
0,i miss @jordanknight!! i really do!! ,non_english; ,False
0,7 hours left ,non_english; ,False
0,ignore all your messages ,non_english; ,False
0,Goodnight ,duplicate_text; non_english; ,False
0,@phamtamm tsk tsk! I miss you guys ,non_english; ,False
4,I just kinda died and woke up again. ,non_english; ,False
4,freedom freedom freedom ,non_english; ,False
0,@daaymgirl @nez23 soalnyah dia makin lama making me sick ,non_english; ,False
0,N da iis  cuz iii dont talk 2 hoy lyk the old dayz ,non_english; ,False
4,is watching yugioh. hahahahah. ,non_english; ,False
4,Sleepy time for Ashley!  zzzzzzzZZzzzzzZzZzzzzzzzzZZZzzzzzz,non_english; ,False
4,just ordered a cute purple mini dell notebook! ,non_english; ,False
0,@yagazieemezi me to ,non_english; ,False
4,@cracklingmind I like that song toooooo! sobrang pampa-hyper no? ,non_english; ,False
4,@gfalcone601 How are you? ,non_english; ,False
4,"@leftwanting hey, did @sarah_marina's song pass already?! I'm listening to NKairplay now! ",non_english; ,False
4,@jordaaaannnn it's like a different version of photoshop ,non_english; ,False
0,@odymon btw I didn't see Superbad. ,non_english; ,False
0,RIP Peaches. ,non_english; ,False
4,yayay WEEKEND!!!! just in time too ,non_english; ,False
0,Detroit just scored.  ,non_english; ,False
0,I MISS HIM SO MUCH YOU KNOW. ,non_english; ,False
0,argh i dont feel well ,non_english; ,False
4,@AMLadlad Thank you! ,non_english; ,False
0,@rachael2389 whywhywhy?! im sorry. ,non_english; ,False
0,@misrule_au So sorry about your cat ,non_english; ,False
4,@iameevents ,non_english; ,False
4,@ashleygreenberg how do you like twitter? ,non_english; ,False
0,@ work.... ,non_english; ,False
0,i don't wanna go out  aaaaaaaaaaaaa i hate teaching a 4-year-old child  boringgg,non_english; ,False
4,@joerogandotnet haha it was funny said hahaha ,non_english; ,False
0,Workkkkkk  come visit,non_english; ,False
4,http://twitpic.com/68fiv - @DonnieWahlberg and @JonathanRKnight ,non_english; ,False
4,@swiffd ur tweets ammuse me  good job lol,non_english; ,False
0,"@OfficialBB BRING BACK THE RED BUTTON FOR GODSAKES, STOP MAKING EXCUSES &quot;CANT AFFORD&quot; &quot;NOT ENOUG MONEY&quot; ",non_english; ,False
0,@DavidAWatson link no worky-work ,non_english; ,False
0,i'm just realizing friends is over ,non_english; ,False
0,studying again ,non_english; ,False
0,@shaundiviney noo it wont let me soooooooooo unfair i logged on at like 6 ,non_english; ,False
4,@teddye3 @lincoln_gu @wonton916 ,non_english; ,False
4,@adri_o thanks! ,non_english; ,False
4,@AnnaAntell am I zoo late? ,non_english; ,False
0,@eoinoneill91 really.........feic ,non_english; ,False
0,ekurjhbfekrsjhsdbfhejsrbfdjherbsf. i want to go home. ,non_english; ,False
4,@MrPeterAndre keep ya chin up  x,non_english; ,False
0,@meforevalv not even 100?!?!?! I'm jealous ,non_english; ,False
4,Visite meu Orkut (: http://bit.ly/hmUnR  Chegando aos 35 mil scrap ,non_english; ,False
4,@YoGabbaGabbaa yeah me too LOL  ,non_english; ,False
0,says BALOT PLEASE!  http://plurk.com/p/xbt4k,non_english; ,False
4,im going for a hair do.. ,non_english; ,False
4,Lover thunder storms ,non_english; ,False
0,wowwww im STILL awake ,non_english; ,False
0,says i'm tired.  http://plurk.com/p/114159,non_english; ,False
4,just woke up! ,non_english; ,False
4,@icobee Kailangan ko pa sabihin?! I'm so hurt HAHA joke! Oh come on :&gt; Mamaya may scandal ka na rin ha! HAHA Let's go out with Aimee ,non_english; ,False
4,@moodyje2 yay!! have fun ,non_english; ,False
0,prï¿½pare ses exams ,non_english; ,False
4,DONE! Now I can relax ,non_english; ,False
4,FUCK YOU! YOU KNOW WHO U ARE! ,non_english; ,False
4,@stevieness haha! is it working? ,non_english; ,False
0,Dctalk:  it doesn't work http://tinyurl.com/lde5xl,non_english; ,False
0,@zsk Oh no!  Sorry you're still feeling yuck ,non_english; ,False
4,@Hatz94 Ramdom question! do u like apples ,non_english; ,False
4,@lauraEchilds ,non_english; ,False
0,@Grissay kinda i shoulda seen u instead ,non_english; ,False
0,i'm very sad... ,non_english; ,False
0,Headache ,duplicate_text; ,True
0,my tweetdeck doesn't work!! ,non_english; ,False
4,is 19 today ,non_english; ,False
4,Goooooooodnaaaaayt sa lahat  http://plurk.com/p/11e8g0,non_english; ,False
4,"@VENKSH shame on you, why do you scare kids? (kid = @dharshana )  *kidding!",non_english; ,False
4,@zenaidebeckham hollar! Nice work ,non_english; ,False
0,@MelBell95  who un-followed you bb?,non_english; ,False
4,Making a twit ,non_english; ,False
0,@steph_davies She's so stupid.  Hahahahah.,non_english; ,False
0,Doin homework ,non_english; ,False
0,Someone differ ent givin talk  karen,non_english; ,False
0,i miss george carlin ,non_english; ,False
0,"@metaMeerkat  Yes, seems to be down  ....",non_english; ,False
4,@Phooto sounds like a good guide book Phoooooto ,non_english; ,False
4,@PinksTwitFans Thank you twittfriend ,non_english; ,False
0,class all dayyyyyyyy!  ,non_english; ,False
4,lucky i'll be meeting Belinda! ,non_english; ,False
4,Let the 4-day weekend begin! ,non_english; ,False
0,huaaaaa confuseddd :'( aaa stresss ,non_english; ,False
0,I miss my lil sister ,non_english; ,False
4,@aniidayy AGREED ,non_english; ,False
4,@saywhatttt ,non_english; ,False
4,says go up karma points  http://plurk.com/p/z7ulj,non_english; ,False
4,@superkirsty me too ,non_english; ,False
0,"@vladmech eeeeeeeeeeeeeeeeeeeeee!!!!! I'm a bit excited. Tho, I just get to look at it for the next 6 1/2 hrs ",non_english; ,False
0,doesnt understand twitter ,duplicate_text; non_english; ,False
0,says nde alm kung san lulugar (lonely) (cry)  (tears) http://plurk.com/p/125psy,non_english; ,False
0,@Teddi14 I'll miss him too ,non_english; ,False
0,@kealan10 your blog doesn't like me either   But I like it and am glad you're writing again.,non_english; ,False
4,OOHH I WANNA DANCE WITH SOMeBODYY !! ,non_english; ,False
0,to com friiooooo  eu preciso irr nesse intercollege  UHAUHAUH,non_english; ,False
0,@jonnamannion I needs my hursss cut ,non_english; ,False
0,"Michael im sorry! i love you, plz  dont tell me you dont love me ",non_english; ,False
4,is about havin' a dry savanna drink in kreuzberg !!! yeeehaaa !!! cidre rules !!! ,non_english; ,False
4,"@sassisassi saaassii, get well soon dear ",non_english; ,False
0,My ihome broke! ,non_english; ,False
0,feeling like DS today.  ,non_english; ,False
4,Hello everyone! ,duplicate_text; non_english; ,False
0,@badpocahantas Lol ur crazy ...u miss me??? u and domo dont love me no more.... ,non_english; ,False
0,A very sad day ,non_english; ,False
4,@ComcastBonnie Will do ,non_english; ,False
0,isPlayer Has Died! Sorry ,duplicate_text; ,True
0," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu",duplicate_text; ,True
4,"FRANCIS, CHRIS, DANIEL, BEAU, JON, DAIN, IS THE BESTEST EVER! ",non_english; ,False
0,long long rainy day please go away ,non_english; ,False
0,Flu day-3... Not good ,non_english; ,False
4,@jadoon88 Thankyou ,non_english; ,False
0,noooooooo movie6.net is being shut down due to 'legal issues'. ,non_english; ,False
0,@lunacyxx Oops I meant to do a sad face: ,non_english; ,False
0, i don't wanna be taken  (((((((((,non_english; ,False
4,@kool_aid LMAO!  woo-hoo! You made me laugh big time today! Thanks. ,non_english; ,False
4,good morninnnggg everyone! ,non_english; ,False
0,@jiggalee obv i can't call you bc i lost my phone ,non_english; ,False
0,isPlayer Has Died! Sorry ,duplicate_text; ,True
0,@itsLissa ugh @ Ding Dongs. ,non_english; ,False
0,doesn't want to be awake ,non_english; ,False
4,Up in 3d ,non_english; ,False
4,@agardina  i hear ya,non_english; ,False
4,http://twitpic.com/4yr4e - after facu ,non_english; ,False
4,@Jessimikaaaa I just had some hungry jacks!     And a pavlova ,non_english; ,False
4,@AndreaGreer1 SOOO good seeing you ,non_english; ,False
4,Also doing  backup via Mozy! ,non_english; ,False
4,Tikko dzirdÄju Radio Laga versiju BÄ«tlu Come Together ,non_english; ,False
4,"@Shongz  cool, you'll look good ",non_english; ,False
0,"@k4ge good, eurovision ",non_english; ,False
0,"@patmalaya pat, why are you at asian? ",non_english; ,False
0,"beezzbeez, want to sleep but just can't do it ",non_english; ,False
4,Good morning ,duplicate_text; ,True
0,is upset ,non_english; ,False
4,@rihk I do that! ,non_english; ,False
0,Not Read Im Karus ,non_english; ,False
0,"@cr09manutd, i just got home from the gym. i feel like i'm just getting more and more fat ",non_english; ,False
4,@alyluvsjb ok i will.  lu2,non_english; ,False
4,"@mcvane ok, i feel stupid  i see it, thanks!",non_english; ,False
0,@danni0908 if you help me do my room ,non_english; ,False
0,"mad starving, bapak penjual bacang cepatlah datang ",non_english; ,False
4,#phpkonferenca GirlBook app  - project management tool za dekleta  - AnÅ¾e car! )),non_english; ,False
0,FRIENDS ACABOU ,non_english; ,False
0,:/ exam weeek at school  (N) not gudd ,non_english; ,False
4,Háº§m ÄÆ°á»?ng bá» hiá»n Äáº¡i nháº¥t Viá»t Nam thÃ nh âbá» bÆ¡iâ?: trá»?i giÃºp chá» ra cÃ¡i cáº§n sá»­a ngay tá»« ngÃ y Äáº§u  http://tinyurl.com/nu3qwx,non_english; ,False
4,is off to bed. Ready for his 2 days off.    G'night!  zzzzzzzzzzzzzzzzzzzzzzzzzzzz,non_english; ,False
4,http://twitpic.com/6i0ic - isn't it just funny luv u patrick my man! ,non_english; ,False
0,@inkedveggie yeah me to ,non_english; ,False
0,im not going to eat pizza ,non_english; ,False
0,I miss him! Shiiiin!  http://bit.ly/Vrsf9  I miss your hugs! XD,non_english; ,False
4,@jadmalala: thanks.  short na nga patience ko tapos dadagdag pa yung summer heat. just wanted to explode kanina.,non_english; ,False
4,@gulpanag Biker Dudette to be precise ,non_english; ,False
4,just pwnd mah dad @ pool. ,non_english; ,False
4,"@ChrisTFT you dont need to get bigger, you look good skinny. ",non_english; ,False
0,@faniellestunna can YOU not leave me!  prease?!?,non_english; ,False
4,Hello everyone! ,duplicate_text; non_english; ,False
0,@aidadoll  damn I miss u already ,non_english; ,False
4,muwahahahaha. esp for hashtagging.  -fadedmoon,non_english; ,False
4,On joue a &quot;Scene it&quot; ,non_english; ,False
0,@marue720 nope  i'm sooo curious....,non_english; ,False
0,@aayatali awwww  btwwww which car?,non_english; ,False
0,Good morning. day 2 #quitsmoking...an kai gia #fail to vlepo pali ,non_english; ,False
4,i'm hungry for some noodles. ,non_english; ,False
0,My legs won't let me go to sleep ,non_english; ,False
4,@Rob_Rep i like that ,non_english; ,False
4,Avril Lavigne - Keep Holding On....love it   â« http://blip.fm/~89psj,non_english; ,False
4,By @testing1985 #-mazda ,non_english; ,False
4,"@aiiaznsk8er first L prime, so I'm pretty jazzed ",non_english; ,False
0,i got ENGLISH REMEDIAL. i just can't believe it ,non_english; ,False
4,@maureenjohnson maureen on screen ,non_english; ,False
4,@jessicastrust no problem ,non_english; ,False
4,is going to go shopping ,non_english; ,False
0,is sad.  http://plurk.com/p/yugib,non_english; ,False
0,i have a bloody nose ,non_english; ,False
4,@doombox awesome.  Taho was my breakfast today lmao. ),non_english; ,False
4,Enjoying my yummy dinner ,non_english; ,False
0,missing someone ,non_english; ,False
0,Doesn't see  daniel on stage     i'm sitting near some wierd girl D:,non_english; ,False
0,@kellytpj  blehhhhhhhh! i wanna go home. today no good.,non_english; ,False
0,@FaketragedyCom i know ,non_english; ,False
0,@ihavepurplez awhhh dang it  ,non_english; ,False
0,working on a sunday ,non_english; ,False
0,@Victoria_LPF  Wahahahah  don't make me jealous!,non_english; ,False
0,my gauges fucking reek. ,non_english; ,False
4,mmm.. time for some Frosted Flakes ,non_english; ,False
4,2 words. PARANOID~JONAS ,non_english; ,False
4,Dena you may use my laptop now ,non_english; ,False
4,@skiNZ_Official woohooooooooooo!! is stalking ya! ,non_english; ,False
0,Damn it I'm awake!!!  x,non_english; ,False
0,@markroxny yes. ,non_english; ,False
0,too lazy to do anything!  http://plurk.com/p/uayv8,non_english; ,False
0,still at workkkk ,non_english; ,False
0,doing nothing. ,non_english; ,False
4,@anchubou ,non_english; ,False
4,@carolynaaa28  so far so good ,non_english; ,False
0,@GumboFF2DEF yup..  sadly...,non_english; ,False
0,"@vendeesign AyÃ©, le geek est officielement une cible marketing ",non_english; ,False
0,Tweetie no subiÃ³ a Twitter el favorito con el link para ver #laredinnova  Â¿Alquien lo tiene?,non_english; ,False
4,going to sleep now! goodnight! ,non_english; ,False
4,@Enjolistar i wanna get a sneak-peek ; ) send to dwaynerdugger@gmail.com ,non_english; ,False
4,HAPPY MOTHERS' DAY! ,non_english; ,False
0,"@ChelsRed Ah, bugger  #FULLSERVICE",non_english; ,False
0,"@suzylake Awe, your baby is in kindergarten. ",non_english; ,False
4,@Dannymcfly : Danny. PLEASE PLEASE PLEASE say 'Ich liebe Deutschland'. pleeeeease.  xx,non_english; ,False
0, say some tehilim.,non_english; ,False
4,@yllan time to move on. ,non_english; ,False
0,why are goodbyes so sad?  ,non_english; ,False
0,nÃ³i  http://go.nguoihoian.com/a282 bÃ¬nh yÃªn sau giÃ´ng bÃ£o:  sao ngÆ°á»?i ta cÃ³ thá» giáº£i quyáº¿t váº¥n Äá»? hay Äáº¿n váº­y  tháº­t khÃ¢m phá»¥c!,non_english; ,False
4,Mause art?k elimin uzant?s? gibi oldu  Ameliyatla ald?r?cam bu gidi?le ) http://ff.im/38Q95,non_english; ,False
4,At texas de brazil! Eating picanha ,non_english; ,False
0,"Will not get her drank on tonighttttttttt, must let my liverrrrrr restttttt YO! ",non_english; ,False
0,Being siick. Graad on Mondaay.       ,non_english; ,False
4,i really dislike helena ,non_english; ,False
4,@hsabomilner gd mrnng... ah  ur mood will changa!  ,non_english; ,False
0,@tashasiian awwwwh  get better soon xxx,non_english; ,False
0,@VerticalAssault WHAT HAPPENED?! ,non_english; ,False
4,Almost Off Work... Yeeeeeeesssssss ,non_english; ,False
4,@iwilseeuinh3ll well im glad ur doin ok.  Im gonna go ta sleep right now so good nite! get sum rest darling! xoxo,non_english; ,False
4,"@Thariamon  take it easy, sana sana ",non_english; ,False
4,"dinner, movie, drinks at meagans tonight ",non_english; ,False
4,FRESH ! ,non_english; ,False
4,"@twittera nooo,!! no supeee.. por eso pregunto!! ",non_english; ,False
4,@ijustine .... I did not missed a single episode... ,non_english; ,False
4,Good night y'all ,non_english; ,False
4,@zubi97 nafisa  teehee we have prom,non_english; ,False
0,I got in my first fender bender.  ,non_english; ,False
0,@loveablevillain  oh no!!! ,non_english; ,False
0,"bleh, icky mood ",non_english; ,False
0,Does software development means meeting and meeting? ,non_english; ,False
0,i need mah girls ,non_english; ,False
0,cramps r no fun. pure pain ,non_english; ,False
4,@lilmizsunshyne get your herr did ,non_english; ,False
0,aaah. I just killed the hugest spider I've ever seen. Gross gross gross gross gross aaaaaah I hate spiders!!!!!!   ,non_english; ,False
0,my nosee may be broken ,non_english; ,False
0,At work ,non_english; ,False
4,@langfordperry ok.. let's focus! ,non_english; ,False
4,@wowie sure sunday is ok ,non_english; ,False
4,@saturngod Upload ???????????????? ,non_english; ,False
0,@CDub716 damn babe 3 days away.  lol.,non_english; ,False
4,@mitchelmusso June 2nd ,non_english; ,False
4,ave a good day too! ,non_english; ,False
0,isPlayer Has Died! Sorry ,duplicate_text; ,True
4,Snuggling up with my angel darling baby ,non_english; ,False
4,@gavinmikhail find you  yay!,non_english; ,False
0,"hic, t? l?i s?p h?t API call rï¿½i  ?ï¿½nh ph?i t?t cï¿½i nï¿½y ?i 1 lï¿½c!",non_english; ,False
0,@SandyLovesMiley hahaha HOMEWORK HOMEWORK AND MORE HOMEWORK  haha and u?,non_english; ,False
4,eating banana like a monkey!! ,non_english; ,False
4,eating din din ,non_english; ,False
0,@Sneezure ,non_english; ,False
4,@kimburry yes. lol and yes I diiiiid. yesterday. ,non_english; ,False
0,@OfficialBabyV you dont  unfortunatly,non_english; ,False
4,@vadjutka Cute  I sent you A DM.,non_english; ,False
4,making a website ,non_english; ,False
4,Camera shopping today ,non_english; ,False
4,"Acabando agora o download do disco do Depeche Mode, &quot;Sounds Of The Universe&quot;. O single &quot;Wrong&quot; jï¿½ tem atï¿½ clipe e ï¿½ foda demais! ",non_english; ,False
0,@stephhie101 i know !  i'm soo sad ,non_english; ,False
0,"@HowsJosh haha, lookin' good then! ",non_english; ,False
4,"@Shatohin Ð?-Ð°-Ð°, Ð¸Ð·Ð¸Ð½Ð¸ÑÐµ, Ñ? Ð¸Ð· Ð¢Ð°Ñ? Ð¿Ð¾ Ð»ÑÐ±Ð¸Ð¼Ð¾Ð¼Ñ ÐÐ¸ÑÐµÑÑ Ñ?ÐºÑÑÐ°Ñ - ÑÐµÐ°Ð³Ð¸ÑÑÑ Ð½Ð° Ð·Ð½Ð°ÐºÐ¾Ð¼ÑÐµ Ñ?Ð»Ð¾Ð²Ð° ",non_english; ,False
4,Got a tattoo! ,non_english; ,False
0,I gotta say.. Today has been a  day.,non_english; ,False
4,"@lisa24270 Like your new hair do, I saw it on FB ",non_english; ,False
0,@Hollywoodmaids I miss you soooo much!  I neeeddd to see you! Soon! ASAP! Muah!,non_english; ,False
4,"Ok, no more complaints, Jasmine! Love life ",non_english; ,False
0,"Best xkcd ever! http://xkcd.com/599/ , but I'm â (  )",non_english; ,False
0,@Tiashaa I'll miss you  ,non_english; ,False
0,At Aladdin.. Very crowded today .. No fun ,non_english; ,False
4,Happy National Vegetarian Week!! ,non_english; ,False
4,Sixty-two degrees! Feels great outside. How did we get so lucky? ,non_english; ,False
0,im ragin i cant find lydia ,non_english; ,False
0,Lame more briefings ,non_english; ,False
0,"@riangrageda I don't know  wala maghatid and sundo sa akin, tapos I have kumon rin (",non_english; ,False
0,ExtraÃ±andoteeeee ,non_english; ,False
4,@mileycyrus   I Love you ,non_english; ,False
4,@assenavdew  Sweet dreams ,non_english; ,False
4,says goodmorning all!!  http://plurk.com/p/t0qu6,non_english; ,False
0,"@arneybundchen sausage roll,kani maki. CAN'T WAIT. I'm starving. You got yours ",non_english; ,False
0,@PinkyNKOTB Me too..... ,non_english; ,False
4,Working on Vanessa Hudgens' art work. ,non_english; ,False
0,i look like raw meat. pink ,non_english; ,False
0,@sulameyer you suck ,non_english; ,False
0,I cant sleep ,non_english; ,False
0,@AMissle  you okay?,non_english; ,False
0,@visitatlantaga I've never had fried green tomatoes ,non_english; ,False
0,Don't have internet for 11 days damn ,non_english; ,False
4,@CynthiaBuroughs Yay! DJ Cynthia! ,non_english; ,False
0,@jennypoynter i miss you too ,non_english; ,False
4,ao som de Madeleine Peyroux. pq eu to super light hj haha ,non_english; ,False
4,@SpiritSurfer  Hello again ,non_english; ,False
4,"Ð² ÐÐ°Ñ?Ð¾Ð²iÐ¹ Ð»Ñ?Ð¼Ð¿i ÑÐ¾Ð½Ð¾Ð²Ð¾Ð¹ Ð¼ÑÐ·ÑÐºÐ¾Ð¹ - radiohead, ÐÐ, Hendrix. ÑÐµÑÑÐ¾Ð²Ñ?ÐºÐ¸ Ð¿ÑÐ¸Ñ?ÑÐ½Ð¾. Ð¿Ð¾Ð½Ð°Ð·Ð°ÐºÐ°Ð·ÑÐ²Ð°Ð»Ð¸ Ð²ÐºÑÑ?Ð½Ñ?ÑÐ¸Ð½Ñ ",non_english; ,False
4,im putting skins on my ipod ,non_english; ,False
4,@kristinaceavich place = plane ,non_english; ,False
4,@generalred ê°?ì¬í©ëë¤. ë²ì?¨ ì¤ì¹íì´ì. í´ë³´ê³  ë¶ì¡±íë©´ ì ì©gpsë¥¼ êµ¬ìíë ¤êµ¬ì ,non_english; ,False
4,@Jaamie_o haha why thanks ,non_english; ,False
0,feeling down ,non_english; ,False
0,get well soon mom  i'm sick too sadly!,non_english; ,False
4,@bryannwhitee Yay! haha   ,non_english; ,False
4,guin bk to penang later ,non_english; ,False
4,@nadiaparry glad it went well for u ,non_english; ,False
0,@BBManik naw  are you!?,non_english; ,False
4,@sefaresh2 Ú©Ù Ú©Ø±ÙØ¨Û Ø¬ÙØ§Ø¨âØ´ Ø±Ù Ø¯Ø§Ø¯ ,non_english; ,False
0,Can someone give me 50p on paypal plzzzzzzz i beg ,non_english; ,False
4,Awake. Last night was great! And the weekend isn't over yet! ,non_english; ,False
4,@REGYATES madina lake - never take us alive ,non_english; ,False
4,@reemerband oooh i wanna see Max's new do!!  xx,non_english; ,False
0,@CitizenSwift oh  Energy drink?,non_english; ,False
4,@CoCo_la_Bella thanx... Ooo dnt 4get u doing my hair 2day ,non_english; ,False
0,efffffffffff I need a pool    ,non_english; ,False
0,@fibreoptic *hug*  (...tats?),non_english; ,False
4,@cmar82 u best get some free drinks mama!!!!!!! N drink some 4 me puta!!!! ,non_english; ,False
4,'Time Is An Illusion and All Time Is Now'... &quot;You ready to have some fun?  I thought so...&quot; Read Ariel's full article @ http://tr.im/jFd7,duplicate_text; ,True
4,Bowling again ,non_english; ,False
0,@IRe_laNd ,non_english; ,False
0,just studing again... ,non_english; ,False
4,@goldenspines Twitter often does weird stuff.  ,non_english; ,False
4,@PrincessSuperC Hope u have fun ,non_english; ,False
4,@sitartattoo i'll give you a phone later about it ,non_english; ,False
0,"@sandb08, ya, well, i miss you.  ~*MRS. TAYLOR*~",non_english; ,False
4,@lauryglory i'll send a bavarian guy a picture from me ,non_english; ,False
0,I feel like ima puke that titos up ,non_english; ,False
4,I'm at deny's ,non_english; ,False
0,I'm feeling so alone.  ,non_english; ,False
4,Good might boo ,non_english; ,False
0,I miss my Allen ,non_english; ,False
4,'Time Is An Illusion and All Time Is Now'... &quot;You ready to have some fun?  I thought so...&quot; Read Ariel's full article @ http://tr.im/jFd7,duplicate_text; ,True
0,I'm so freaking sleepy. ,non_english; ,False
4,@tiagoncalves me too... fiz agr pausa antes de almoÃ§o... ,non_english; ,False
4,"@celticlass08 yep, i do love me some nappin. ",non_english; ,False
0,"Germany, no sun ",non_english; ,False
0,@natalietejeda sad punky sad    thanks for stopping by,non_english; ,False
4,Of course it made me laugh. ,non_english; ,False
0,i just dont wanna miss you tonight . ,non_english; ,False
4,@liquidizer happy b day to u ,non_english; ,False
4,I'm working on Susan's site ,non_english; ,False
4,Working...Billing System ,non_english; ,False
4,i aint trynna fck ya man. errbody kno he my numba One fan ,non_english; ,False
4,"@lilaznangel16 no crying, y'know I always miss ya K ",non_english; ,False
0,grad rehearsals make me sleepy ,non_english; ,False
4,@hellobejoy you make me smile ,non_english; ,False
0,@kevlite mann imma b runnin around all damn day...I just wana sleep ,non_english; ,False
4,@H3Dakota Thanks!! ,non_english; ,False
0,oh shit ,non_english; ,False
0,I miss my straightener. ,non_english; ,False
4,says good afternoon.  http://plurk.com/p/z1huc,non_english; ,False
0,@sofiiwwcxmc :| wish i were ,non_english; ,False
4,@limeice you're quite kicked about it ,non_english; ,False
4,@hawk_spirit kya cg aayi yaar???? mere toh aaya hi nahi abhi cg card mere bband hat gaya tha wapas chalu kara liya  ,non_english; ,False
0,"@sarawearsprada , geeeeeeeeeeeeeeez why must you curse so much  &lt;/3",non_english; ,False
0,@geoffmartinez  you guys have some fun for me...... ,non_english; ,False
4,Good night tonight. Very good! ,non_english; ,False
0,"@greggarbo yeah, you forgot me  have fun!",non_english; ,False
0,belle is dead  ,non_english; ,False
4,In Beverly Hills enjoying an expensive dinner. ,non_english; ,False
0,@restrepita Hospital? What?! ,non_english; ,False
0,@Alpher_de #Monopolisten halt ,non_english; ,False
4,@ellaeske thank you ,non_english; ,False
4,I'M AWESOME ALL BY MYSELF LOL ,non_english; ,False
0,SIMS 3  SIMS 3  SIMS 3  I NEED IT NOOWW  hahaa,non_english; ,False
4,@jamiemcflyx Thanks ,non_english; ,False
4,@Levinaa_x  TRUST U TO PICK THE DEVIL LOL!!! AHHH SATAN!! RUN!!! ,non_english; ,False
4,"@LeoJaime adorei ele congelando  Vc viu os Beatles? http://bit.ly/4LQNS   George is saying blah, blah, blah",non_english; ,False
0,Just realised i didnt pack pajamas  #fb,non_english; ,False
0,@joebel huy magbonding tayo this week! bilang na lang araw mo sa absi ,non_english; ,False
4,@kateyy__ logging on now ,non_english; ,False
4,i know..  ,non_english; ,False
0,@shane1watson ew gross. i don't like winter ,non_english; ,False
0,@Joanne_Luvli keep me posted please.. ,non_english; ,False
4,"McFly chega amanhÃ£!  e eu vou ficar em casa, chorando, comendo chocolate e ouvindo The Last Song. :/",non_english; ,False
4,rents are visiting moi... ,non_english; ,False
4,@Cebu777 aww cool! hahaha Sheepz. baka magka identity crisis aso mo ah! hahaha ,non_english; ,False
4,yay another hot day ,non_english; ,False
4,I like Techno!!! ,non_english; ,False
0,@Halo3prf: So.. you dont trust me? ,non_english; ,False
4,@Mishadoodle Haha wow im reading ,non_english; ,False
0,dissapointed ,non_english; ,False
4,@jimmyfallon makes me  ... http://bit.ly/ydfdm,non_english; ,False
4,"WOW GOOD FUN , GOOD NIGHT ALL ",non_english; ,False
0,UGHhhhhhhhhhhhhhhhhh ,non_english; ,False
